hgnc	prior_mean	post_mean	post_lower_95	post_upper_95
HGNC:9454	0.5045319430044549	0.6283232907081829	0.5404595323676324	0.7212786770229771
HGNC:25171	0.5022325686813874	0.3302068026432943	0.24775229820179825	0.42157843726273736
HGNC:28834	0.4565053906014462	0.7698045325851075	0.557442545954046	0.9580418664335666
HGNC:8574	0.4967467638225692	0.22166792409453331	0.10689318551448554	0.3706293965034966
HGNC:7873	0.5515856625505287	0.8448105034218056	0.6013985811188812	0.9890108912087914
HGNC:2953	0.50310040162484	0.5231373528126164	0.323676358941059	0.7602397081918083
HGNC:28960	0.474940533736961	0.7755486426653548	0.5144855115884116	0.9730268784215785
HGNC:10917	0.5059703902309021	0.16198214972050257	0.028971123176823182	0.3856144084915086
HGNC:4169	0.4759415564361468	0.2708012155097463	0.1798202438561439	0.37762240209790215
HGNC:23069	0.4987586316882115	0.6165217075915985	0.41158842927072936	0.8491507793206794
HGNC:6906	0.5060173734006062	0.07450939977242235	0.013986111188811191	0.1748252398601399
HGNC:1819	0.5005229797687347	0.8543472469303777	0.642357613886114	0.9860138888111889
HGNC:1699	0.5254234059252313	0.7044405423848437	0.5114885091908092	0.9120878296703298
HGNC:10591	0.5096742233344357	0.2614948731578933	0.11488519190809193	0.45754246603396614
HGNC:18441	0.5434371140170533	0.15183000835260743	0.08591416873126875	0.23376628701298707
HGNC:8620	0.8149476709633271	0.9974831911931199	0.9980018984015986	0.9990008992007994
HGNC:14173	0.4958148078529955	0.6186188633938368	0.3096903477522478	0.9370628496503498
HGNC:20561	0.48148146736490827	0.5963721546967262	0.36663339330669337	0.8591407873126874
HGNC:6723	0.4832565973867715	0.27948758964379294	0.16583423266733271	0.41758243406593415
HGNC:1400	0.5142497829427801	0.1294300412069581	0.03596412877122878	0.26973031578421586
HGNC:948	0.5013415841123599	0.6198904138045402	0.41658343326673336	0.8531467825174827
HGNC:14175	0.4948470625573849	0.1345330144417368	0.05294714235764237	0.24575429660339665
HGNC:14135	0.5276669890053219	0.8811962323565852	0.6963036570429572	0.9920078936063937
HGNC:14122	0.5390662433762085	0.31623438451966335	0.14085921268731272	0.5494505395604397
HGNC:11716	0.4863407619252999	0.3063750082388662	0.12187819750249752	0.5584415467532468
HGNC:10718	0.5035833027319085	0.10344437078175245	0.006993105594405596	0.298701338961039
HGNC:25570	0.526910611626018	0.10949994096616154	0.04795213836163838	0.1918082534465535
HGNC:3771	0.5246482695871001	0.44876505684601853	0.2527473021978022	0.6913086530469531
HGNC:21155	0.5021012002374642	0.8402927524651485	0.6483516186813187	0.981018884815185
HGNC:3114	0.5155370616468196	0.6929500983539624	0.4765234812187813	0.916083832867133
HGNC:9537	0.521731300277541	0.11806145869097673	0.022977118381618384	0.273726318981019
HGNC:6196	0.5841595537863079	0.11644764745266055	0.022977118381618384	0.27072931658341665
HGNC:14585	0.5285687852343557	0.755591465652192	0.6113885891108892	0.9090908272727274
HGNC:1730	0.45714138159917345	0.22734530289019936	0.08991017192807195	0.41658343326673336
HGNC:29831	0.49268208428169646	0.24948921454384576	0.1538462230769231	0.363636390909091
HGNC:11743	0.4374380046843889	0.4192414487158416	0.1638362310689311	0.7632367105894107
HGNC:15581	0.6152571332793728	0.2803383194750574	0.07792216233766236	0.5914085731268732
HGNC:2899	0.5049634524641837	0.0824589217615192	0.03596412877122878	0.1438562150849151
HGNC:9504	0.5109417912432719	0.17891813721557678	0.12087919670329673	0.24575429660339665
HGNC:201	0.4810598407814119	0.6016538931682276	0.42557444045954057	0.8021977417582419
HGNC:11507	0.5066204527799656	0.7564826601611472	0.5714285571428572	0.941058852847153
HGNC:2571	0.5095595793077736	0.6297895467462734	0.2677323141858142	0.9530468624375625
HGNC:14524	0.5019293474862883	0.5569982072559376	0.3176823541458542	0.8401597721278722
HGNC:3230	0.4927771971148876	0.6814549869224389	0.3366633693306694	0.961038868831169
HGNC:17366	0.5296895480159448	0.5876693468486884	0.39660341728271736	0.8071927457542458
HGNC:25562	0.4820095277909466	0.7635654662697046	0.4715284772227773	0.9740258792207793
HGNC:15593	0.5553818051797944	0.06181895117770646	0.004995103996003997	0.1738262390609391
HGNC:25934	0.492736235884724	0.2560351908425446	0.08791217032967034	0.4955044964035965
HGNC:7061	0.5352086583423076	0.8210957347706388	0.6043955835164836	0.9830168864135865
HGNC:2384	0.43797431666729647	0.8270192129380556	0.5984015787212787	0.9780218824175826
HGNC:8904	0.5045026275600833	0.12761002762542176	0.08391616713286715	0.1798202438561439
HGNC:7788	0.540677622138226	0.041916644082572244	0.003996103196803198	0.11788219430569433
HGNC:10862	0.47428297111281925	0.5206939121876147	0.36663339330669337	0.697302657842158
HGNC:14246	0.5356528622828538	0.32821043817682766	0.18581424865134868	0.5044955035964036
HGNC:16830	0.5233137261950864	0.5138484792135467	0.4055944244755246	0.6333666066933068
HGNC:9008	0.5273303007787676	0.14487674543322948	0.03996013196803198	0.3026973421578422
HGNC:6883	0.5152978612010058	0.5180925973498105	0.21778227422577426	0.8751248000999002
HGNC:22963	0.5328087579940991	0.07027609702657123	0.019980115984015986	0.1468532174825175
HGNC:18756	0.5064303942954748	0.11007901748951107	0.04895113916083917	0.19080925264735268
HGNC:29273	0.48894254498002554	0.07516039603920782	0.04095913276723278	0.11788219430569433
HGNC:11846	0.49838049768080483	0.318957427075069	0.13986021188811193	0.5584415467532468
HGNC:10405	0.4847677258597405	0.7773379438166317	0.5684315547452548	0.961038868831169
HGNC:29905	0.5557607938222079	0.5281888042539064	0.25474530379620386	0.8631367905094907
HGNC:16803	0.5348252691218132	0.6052472472227076	0.358641386913087	0.8831168064935067
HGNC:9968	0.5730450666780993	0.6545686319702564	0.4605394684315685	0.8741257993006994
HGNC:8621	0.4952688273466293	0.584638735185271	0.41358643086913094	0.7772227217782218
HGNC:6902	0.4975760781822475	0.5486370101975138	0.2927073341658342	0.8521477817182819
HGNC:21071	0.4858671360904379	0.2973372915152124	0.1598402278721279	0.4695304756243757
HGNC:28530	0.5473374008743309	0.05792278030843198	0.019980115984015986	0.11188818951048954
HGNC:30766	0.6318381484795786	0.06027613756232946	0.011988109590409593	0.13986021188811193
HGNC:19743	0.520054103212309	0.8584079242984116	0.6583416266733267	0.9880118904095906
HGNC:20954	0.8123799141881672	0.11528342386242393	0.01498511198801199	0.2927073341658342
HGNC:12744	0.5055462902203278	0.6307336977441165	0.42157843726273736	0.866133792907093
HGNC:961	0.540804268292966	0.880291193683651	0.7062936650349652	0.9890108912087914
HGNC:13727	0.48281746860147806	0.29939003777621326	0.1488512190809191	0.4925074940059941
HGNC:18160	0.500103690840052	0.3433375759212691	0.18081924465534469	0.5484515387612389
HGNC:25356	0.5217816087352375	0.5026507567536456	0.24175829340659347	0.8281717625374626
HGNC:24248	0.5658925513944487	0.5188790259509455	0.25174830139860144	0.8471527777222778
HGNC:3095	0.4917837599579315	0.6036170303257863	0.38261740609390615	0.856143784915085
HGNC:12998	0.4012914120400958	0.4452980533268744	0.328671362937063	0.5764235611388612
HGNC:12585	0.536276628068892	0.46339455544777103	0.268731314985015	0.7012986610389611
HGNC:19169	0.4825904058809087	0.9266745845647635	0.8081917465534466	0.9930068944055945
HGNC:1709	0.4820066226017676	0.4323315582367622	0.23576428861138865	0.6763236410589412
HGNC:13242	0.47841226599459524	0.761949174287615	0.5714285571428572	0.9450548560439562
HGNC:24305	0.5197376194713794	0.18616326993272075	0.10489518391608393	0.28671332937062943
HGNC:24970	0.4315498615458202	0.6869305183650859	0.5794205635364637	0.8011987409590411
HGNC:4271	0.5488256723536712	0.5974932365440759	0.3526473821178822	0.8791208032967034
HGNC:18458	0.44059434700940553	0.6803288490825145	0.4755244804195805	0.896103816883117
HGNC:30400	0.5395426310593745	0.8886675366667045	0.6983016586413587	0.9930068944055945
HGNC:18006	0.5013862308517314	0.696726077259024	0.42857144285714294	0.9490508592407594
HGNC:18628	0.5409957188074608	0.4583255439133602	0.25074930059940065	0.7172826738261739
HGNC:26219	0.49764550147047937	0.7375563489108381	0.4895104916083917	0.956043864835165
HGNC:11046	0.4631239209481946	0.7528074017539804	0.48851149080919093	0.9780218824175826
HGNC:9486	0.4688866178966922	0.4640902701213166	0.283716326973027	0.6813186450549451
HGNC:12993	0.5110455847330349	0.1575564436304438	0.06393615114885116	0.28571432857142864
HGNC:1678	0.494548807574335	0.03955043083635778	0.010989108791208792	0.08191816553446556
HGNC:19138	0.49941825327356637	0.7327611189678656	0.5074925059940061	0.946053856843157
HGNC:4886	0.48925060745713583	0.051357245944788854	0.008991107192807194	0.12087919670329673
HGNC:19003	0.8385800095451837	0.16327899568249687	0.019980115984015986	0.43256744605394615
HGNC:4037	0.5000448260672776	0.44295647598733795	0.30069934055944064	0.607392585914086
HGNC:4921	0.5547805206413704	0.2313272052864923	0.1538462230769231	0.3226773581418582
HGNC:3769	0.4970308513354769	0.7848873983758521	0.5394605315684317	0.9720278776223777
HGNC:11620	0.5144948448883454	0.6335895233844351	0.42757244205794215	0.8651347921078922
HGNC:6738	0.48433555801663486	0.24768405415652806	0.06893115514485516	0.5174825139860141
HGNC:2024	0.5498897585881527	0.36138643322192676	0.23076928461538465	0.5154845123876124
HGNC:16875	0.501364980943399	0.7941848030275626	0.572427557942058	0.9720278776223777
HGNC:33531	0.5415585033256501	0.7682717331629801	0.567432553946054	0.9580418664335666
HGNC:11054	0.5021161668936587	0.6401892133624003	0.39760241808191815	0.9020978216783218
HGNC:21640	0.4787552207407392	0.30395827598608727	0.1708292366633367	0.46853147482517493
HGNC:18269	0.5343704468617604	0.03565066917981195	0.003996103196803198	0.09690317752247754
HGNC:580	0.4916461944391547	0.3985637435439738	0.21678327342657347	0.6243755995004996
HGNC:7121	0.4984638831574906	0.3959424862848222	0.2627373101898102	0.5514485411588412
HGNC:21396	0.4933096380868724	0.7121837710611904	0.4705294764235765	0.9420578536463537
HGNC:29857	0.5387873085519932	0.0806661588826107	0.01598411278721279	0.1868132494505495
HGNC:19866	0.5535632985289441	0.16030420304505605	0.05794214635364637	0.303696342957043
HGNC:24274	0.5176419612784248	0.16010905854213714	0.043956135164835174	0.3356643685314686
HGNC:21698	0.4810015159337648	0.6561633747547972	0.4865134892107893	0.8431567745254747
HGNC:26006	0.5078205321661928	0.2654792161260068	0.1828172462537463	0.3606393885114886
HGNC:9583	0.5124389916525018	0.4908651063943185	0.23576428861138865	0.8101897481518483
HGNC:20225	0.4937606641284498	0.25589595010809674	0.1578422262737263	0.373626398901099
HGNC:11514	0.5058035618151644	0.1095081832906442	0.03096912477522478	0.22877128301698307
HGNC:17095	0.8339908033332706	0.028892995877560182	0.003996103196803198	0.07192815754245756
HGNC:8971	0.48115148445238576	0.292066461429042	0.11688319350649354	0.532467525974026
HGNC:9053	0.5004084997467384	0.780771873920774	0.5284715227772229	0.9750248800199801
HGNC:14082	0.5033900682091449	0.10407438975616212	0.02997012397602398	0.21578427262737268
HGNC:30917	0.5131926765027327	0.25577979421548036	0.11188818951048954	0.44755245804195815
HGNC:17155	0.5024134722694609	0.2594013575405527	0.1628372302697303	0.3746253997002998
HGNC:2705	0.21231552016239758	0.47345325104634073	0.2527473021978022	0.7472526978021979
HGNC:25952	0.5078602487269488	0.4184905342077242	0.12087919670329673	0.8281717625374626
HGNC:9322	0.49744188367377	0.670299483818723	0.3246753597402598	0.9600398680319682
HGNC:29076	0.516842104151862	0.73699945631549	0.5864135691308692	0.8971028176823178
HGNC:6865	0.5364218654772198	0.7535193428772196	0.4925074940059941	0.9680318744255746
HGNC:16763	0.6246458422321582	0.22775548352954098	0.12387619910089913	0.3576423861138862
HGNC:12449	0.5397341911482428	0.8402159880778386	0.657342625874126	0.9820178856143857
HGNC:30136	0.5379744974919154	0.4630368685839859	0.28071932457542464	0.6833166466533467
HGNC:1100	0.4750618671290606	0.404598016659368	0.22777228221778226	0.6233765987012988
HGNC:3433	0.5215021173858905	0.18739656993207549	0.06493515194805197	0.36163838931068937
HGNC:1643	0.5029826789198208	0.4495175118950064	0.29070933256743264	0.63736260989011
HGNC:6720	0.5200031169537044	0.4510623649936613	0.29170833336663343	0.6393606114885115
HGNC:3518	0.831132889991049	0.2679274243020286	0.10989018791208793	0.48351648681318693
HGNC:7967	0.5474658218675954	0.18016788962992752	0.09490517592407595	0.288711330969031
HGNC:21308	0.5181497367150772	0.3617524087084938	0.1728272382617383	0.607392585914086
HGNC:435	0.4978309707665975	0.281849030390005	0.12287719830169833	0.49350649480519493
HGNC:29306	0.4209559668602752	0.7748142150038044	0.597402577922078	0.9490508592407594
HGNC:20344	0.5115139362787382	0.3399441605812859	0.1778222422577423	0.5444555355644356
HGNC:6867	0.4943105848811238	0.13757500114093496	0.008991107192807194	0.40159842127872136
HGNC:3244	0.49590891871291526	0.7643223535492079	0.5384615307692309	0.9580418664335666
HGNC:9551	0.5118665634827636	0.5183755475583721	0.3396603717282718	0.7282716826173827
HGNC:29623	0.5072988164274457	0.3900906824852838	0.23076928461538465	0.5834165667332668
HGNC:29326	0.5083270229237165	0.4494847070548364	0.278721322977023	0.6523476218781219
HGNC:8514	0.5113825565558132	0.7928263723298629	0.5254745203796204	0.9800198840159842
HGNC:24279	0.4847794449998443	0.52817238864869	0.3326673661338662	0.7582417065934067
HGNC:7531	0.40253968863688205	0.6960204837651163	0.53746252997003	0.8731267985014987
HGNC:17623	0.5110476950792229	0.5573539683163573	0.3706293965034966	0.7752247201798202
HGNC:8907	0.5476678817021264	0.4428910901149478	0.24275729420579426	0.6923076538461539
HGNC:21385	0.4762242534244251	0.7398441937602424	0.5664335531468532	0.9190808352647354
HGNC:2068	0.8259047827217528	0.9971823945091131	0.9980018984015986	0.9990008992007994
HGNC:30348	0.4939202462210018	0.789972279542053	0.5364635291708292	0.9740258792207793
HGNC:19961	0.47721466861434203	0.4364253890330573	0.2577423061938062	0.6533466226773228
HGNC:10058	0.42839227540682134	0.49078302263980167	0.31668335334665343	0.6953046562437564
HGNC:2736	0.5332739397444234	0.6321180141461813	0.44755245804195815	0.8411587729270731
HGNC:17176	0.48590564291831834	0.45763470799474637	0.29670333736263743	0.647352617882118
HGNC:9836	0.3594565272057347	0.2372469198538047	0.11588419270729274	0.39360641488511494
HGNC:1691	0.5441012660352891	0.5244896092274964	0.36163838931068937	0.7112886690309691
HGNC:11524	0.49467194476271015	0.8496087364260283	0.6563436250749252	0.9830168864135865
HGNC:23039	0.55668889541676	0.18774836225167066	0.05394614315684317	0.38761241008991015
HGNC:30073	0.547131909807693	0.48598940086395626	0.3156843525474526	0.6853146482517484
